Radius,BStrength,ApexHeight,OrientationCme,iHelicity,restartdir,realization
0.58375,22.526622055674515,0.682075390625,204.725,1.0,4.0,[4.0]
0.52625,6.919483372921615,0.519178515625,164.225,1.0,4.0,[4.0]
0.7262500000000001,5.0874999999999995,0.6620222656250001,233.975,1.0,4.0,[4.0]
0.36124999999999996,18.360769896193773,0.4207433593749999,200.675,-1.0,4.0,[4.0]
0.6912499999999999,8.127120253164557,0.7351011718749999,184.925,1.0,4.0,[4.0]
0.31875,42.762931372549026,0.36287695312499996,171.425,-1.0,4.0,[4.0]
0.42874999999999996,21.450561224489796,0.41575351562499996,196.625,1.0,4.0,[4.0]
0.7362500000000001,12.781803904923597,0.6946058593750001,223.625,1.0,4.0,[4.0]
0.36875,10.744110169491524,0.456443359375,175.025,1.0,4.0,[4.0]
0.43625,26.224677650429797,0.5040050781250001,225.425,1.0,4.0,[4.0]
0.77125,5.3447609400324145,0.833191015625,238.025,-1.0,4.0,[4.0]
0.50125,8.33030548628429,0.6082355468749999,202.025,1.0,4.0,[4.0]
0.70875,5.96682098765432,0.837432421875,170.075,-1.0,4.0,[4.0]
0.33125,15.992028301886792,0.339841796875,222.725,1.0,4.0,[4.0]
0.43125,10.054079710144926,0.47720507812499996,242.525,1.0,4.0,[4.0]
0.38125,22.86205737704918,0.34896289062499997,168.725,1.0,4.0,[4.0]
0.74125,6.281732715008432,0.841087109375,217.325,1.0,4.0,[4.0]
0.59875,7.50910751565762,0.605298828125,195.275,-1.0,4.0,[4.0]
0.49375,19.92496835443038,0.446380859375,219.575,1.0,4.0,[4.0]
0.40375,25.160286377708978,0.443746484375,209.225,-1.0,4.0,[4.0]
0.34875,31.885313620071685,0.36302695312500005,192.125,-1.0,4.0,[4.0]
0.40125,15.997889408099688,0.380811328125,229.025,1.0,4.0,[4.0]
0.54875,16.954470387243735,0.486844140625,239.825,-1.0,4.0,[4.0]
0.53125,13.691958823529411,0.6097753906250001,181.325,-1.0,4.0,[4.0]
0.41125,30.027074468085107,0.383362109375,186.275,-1.0,4.0,[4.0]
0.68625,7.174394353369762,0.675741796875,232.175,-1.0,4.0,[4.0]
0.78125,10.267795999999999,0.811767578125,198.425,1.0,4.0,[4.0]
0.46375,11.192499999999999,0.520124609375,165.125,-1.0,4.0,[4.0]
0.76625,9.701937194127243,0.925486328125,213.725,-1.0,4.0,[4.0]
0.48624999999999996,14.190070694087405,0.500685546875,243.875,-1.0,4.0,[4.0]
0.64125,14.842012670565303,0.744451171875,191.225,1.0,4.0,[4.0]
0.54375,19.075201149425286,0.6761191406249999,223.175,-1.0,4.0,[4.0]
0.57125,7.496548140043764,0.5335832031250001,214.175,1.0,4.0,[4.0]
0.30874999999999997,38.611447368421054,0.335283203125,220.47500000000002,1.0,4.0,[4.0]
0.58875,16.528434182590235,0.622787109375,158.825,1.0,4.0,[4.0]
0.75875,14.866898682042834,0.6888027343750001,194.375,1.0,4.0,[4.0]
0.47624999999999995,13.1420406824147,0.5823644531249998,186.725,-1.0,4.0,[4.0]
0.59125,9.411337209302324,0.6852957031250001,236.225,-1.0,4.0,[4.0]
0.64375,20.095131067961162,0.6737246093750001,155.225,-1.0,4.0,[4.0]
0.6487499999999999,12.282538535645472,0.6315175781249999,221.375,-1.0,4.0,[4.0]
0.69625,9.449780071813283,0.609871484375,165.575,1.0,12.0,[10.0]
0.57375,16.68123638344227,0.6284355468749999,216.425,1.0,12.0,[10.0]
0.35375,14.06882508833922,0.34700664062500003,182.225,1.0,12.0,[10.0]
0.37124999999999997,15.995648148148149,0.403850390625,163.325,1.0,12.0,[10.0]
0.5662499999999999,6.902378587196468,0.5788136718749999,179.975,-1.0,12.0,[10.0]
0.33625,20.67907992565056,0.297055859375,234.425,1.0,12.0,[10.0]
0.65875,9.257898481973434,0.8030574218749998,242.97500000000002,-1.0,12.0,[10.0]
0.41375,14.610808157099697,0.415172265625,207.875,1.0,12.0,[10.0]
0.46875,24.52039333333333,0.584619140625,176.375,-1.0,12.0,[10.0]
0.57875,15.429519438444922,0.528651953125,198.875,-1.0,12.0,[10.0]
0.38625,9.980720064724919,0.43610039062499995,212.825,-1.0,12.0,[10.0]
0.50875,12.407499999999997,0.543885546875,190.325,1.0,12.0,[10.0]
0.36375,28.073908934707905,0.4386597656250001,239.375,1.0,12.0,[10.0]
0.79125,16.6866785150079,0.8711167968750001,193.025,-1.0,12.0,[10.0]
0.72875,10.127877358490563,0.847399609375,159.725,-1.0,12.0,[10.0]
0.42625,28.21846774193548,0.434908203125,161.975,1.0,12.0,[10.0]
0.75625,7.216681818181818,0.7517597656249999,215.525,1.0,12.0,[10.0]
0.35125,23.44595195729537,0.432805859375,206.975,-1.0,12.0,[10.0]
0.6012500000000001,11.12057692307692,0.6777214843750001,171.875,1.0,12.0,[10.0]
0.70625,18.468075221238934,0.846396484375,230.375,1.0,12.0,[10.0]
0.65375,11.208064053537285,0.613094921875,184.025,1.0,12.0,[10.0]
0.44875,15.613948467966575,0.48394882812499995,203.375,-1.0,12.0,[10.0]
0.63375,21.25511341222879,0.785651953125,210.575,1.0,12.0,[10.0]
0.7987500000000001,13.319855242566508,0.735598828125,207.425,1.0,12.0,[10.0]
0.47875,22.66926240208877,0.570161328125,217.775,-1.0,12.0,[10.0]
0.64625,8.858351063829787,0.575768359375,205.175,-1.0,12.0,[10.0]
0.52125,13.647188249400479,0.521087109375,157.025,-1.0,12.0,[10.0]
0.55125,15.520912698412696,0.673041796875,192.575,1.0,12.0,[10.0]
0.49875,27.75811403508772,0.45744726562500004,231.275,1.0,12.0,[10.0]
0.32125,29.95884241245136,0.38379335937500003,178.175,-1.0,12.0,[10.0]
0.6112500000000001,18.10484151329243,0.5663613281250001,164.675,-1.0,12.0,[10.0]
0.31375,31.18576693227092,0.31306367187499995,231.72500000000002,1.0,12.0,[10.0]
0.69875,7.198949016100179,0.7614191406249999,208.775,-1.0,12.0,[10.0]
0.54125,13.833770207852194,0.568481640625,241.175,1.0,12.0,[10.0]
0.5137499999999999,19.981125304136253,0.495287109375,212.375,-1.0,12.0,[10.0]
0.78625,11.017794117647059,0.9068902343749999,182.675,1.0,12.0,[10.0]
0.43374999999999997,17.878090778097985,0.5214488281249999,166.925,-1.0,12.0,[10.0]
0.37625,20.468313953488373,0.383187109375,224.975,-1.0,12.0,[10.0]
0.6812499999999999,17.42072018348624,0.8036621093749999,202.475,-1.0,12.0,[10.0]
0.45625,24.60677397260274,0.42958789062499997,244.325,1.0,12.0,[10.0]
0.37374999999999997,21.034005016722407,0.442309765625,190.775,1.0,12.0,[4.0]
0.47375,16.706866754617415,0.42741132812500005,162.425,1.0,12.0,[4.0]
0.7012499999999999,18.98063725490196,0.683937890625,184.475,-1.0,12.0,[4.0]
0.30624999999999997,24.623499999999996,0.33945898437499994,237.125,-1.0,12.0,[4.0]
0.73375,18.9407538330494,0.788551953125,220.925,-1.0,12.0,[4.0]
0.56125,14.48294543429844,0.6378957031250001,157.925,-1.0,12.0,[4.0]
0.60875,7.736760780287474,0.6028527343750001,156.125,1.0,12.0,[4.0]
0.48124999999999996,9.5645,0.502755859375,175.475,-1.0,12.0,[4.0]
0.75125,17.290727953410983,0.9200464843749999,179.075,1.0,12.0,[4.0]
0.77625,10.746831723027377,0.726521484375,218.675,-1.0,12.0,[4.0]
0.66625,13.242772045028142,0.598583984375,229.475,1.0,12.0,[4.0]
0.63625,13.27947445972495,0.684962890625,180.425,1.0,12.0,[4.0]
0.42125,20.183939169139464,0.43533554687500003,213.275,-1.0,12.0,[4.0]
0.79375,9.029311023622048,0.928935546875,238.475,1.0,12.0,[4.0]
0.5237499999999999,26.841115751789978,0.536352734375,196.175,-1.0,12.0,[4.0]
0.58125,17.201220430107526,0.552732421875,235.325,1.0,12.0,[4.0]
0.7737499999999999,14.716764943457191,0.854751953125,167.825,1.0,12.0,[4.0]
0.39875,8.99801724137931,0.427783984375,159.275,-1.0,12.0,[4.0]
0.45375,19.56234848484848,0.549746484375,224.52499999999998,-1.0,12.0,[4.0]
0.45875,13.061151226158039,0.40355664062499996,193.925,-1.0,12.0,[4.0]
0.5862499999999999,21.24600746268657,0.525609765625,174.575,-1.0,12.0,[4.0]
0.74625,10.176704355108878,0.715233984375,203.825,1.0,12.0,[4.0]
0.31625,28.574456521739126,0.33156835937499995,187.625,1.0,12.0,[4.0]
0.38875,30.390860128617362,0.476826171875,197.525,-1.0,12.0,[4.0]
0.34375,27.531699999999997,0.32559570312499997,155.675,-1.0,12.0,[4.0]
0.62125,10.246654929577465,0.6594957031249999,230.825,-1.0,12.0,[4.0]
0.61625,14.577287018255578,0.767423828125,161.075,1.0,12.0,[4.0]
0.53875,22.524286542923434,0.6325261718749999,172.775,1.0,12.0,[4.0]
0.35625,35.11267543859649,0.35814257812500006,214.625,1.0,12.0,[4.0]
0.66875,6.80298598130841,0.8027089843749998,199.325,-1.0,12.0,[4.0]
0.6287499999999999,16.66636679920477,0.5566402343749999,197.075,1.0,12.0,[4.0]
0.41874999999999996,12.267708955223881,0.37936132812499995,240.275,1.0,12.0,[4.0]
0.53375,9.02405737704918,0.655678515625,233.525,1.0,12.0,[4.0]
0.56875,10.159346153846153,0.634689453125,201.125,1.0,12.0,[4.0]
0.7887500000000001,12.26966323296355,0.7825878906250001,173.675,-1.0,12.0,[4.0]
0.71875,5.660839130434782,0.738740234375,211.025,1.0,12.0,[4.0]
0.5037499999999999,19.741519851116628,0.5630980468749999,185.825,-1.0,12.0,[4.0]
0.40875,32.6937996941896,0.45460664062500006,227.225,-1.0,12.0,[4.0]
0.44625,30.066127450980392,0.47288554687499995,169.625,1.0,12.0,[4.0]
0.55375,9.759272009029345,0.532811328125,188.075,-1.0,12.0,[4.0]
0.71625,8.663843804537521,0.722741015625,168.275,-1.0,4.0,[9.0]
0.39625,17.008619873817036,0.40875664062499995,194.825,1.0,4.0,[9.0]
0.70375,12.916647424511543,0.824926953125,216.875,-1.0,4.0,[9.0]
0.5762499999999999,6.967998915401301,0.6787144531249999,224.075,1.0,4.0,[9.0]
0.37875,18.640734323432344,0.461009765625,161.525,-1.0,4.0,[9.0]
0.33375,41.32117041198502,0.323007421875,174.125,1.0,4.0,[9.0]
0.52875,21.43485224586288,0.557335546875,221.825,-1.0,4.0,[9.0]
0.74875,13.781264607679464,0.731669140625,241.625,1.0,4.0,[9.0]
0.66125,15.76644139886578,0.723035546875,170.525,-1.0,4.0,[9.0]
0.44125,30.770007082152976,0.5188824218749999,199.775,-1.0,4.0,[9.0]
0.72125,11.492283362218371,0.8075746093749999,238.925,-1.0,4.0,[9.0]
0.40625,34.73588461538462,0.45944335937499997,158.375,1.0,4.0,[9.0]
0.38375,27.58518729641694,0.38434960937499996,183.575,-1.0,4.0,[9.0]
0.79625,8.598434065934065,0.716873828125,215.075,-1.0,4.0,[9.0]
0.49624999999999997,25.637411838790936,0.46911132812499995,205.625,-1.0,4.0,[9.0]
0.30124999999999996,29.11063278008299,0.30567460937499996,163.775,-1.0,4.0,[9.0]
0.46625,29.00556970509383,0.416273828125,180.875,1.0,4.0,[9.0]
0.73125,14.914636752136753,0.6419003906249999,176.825,-1.0,4.0,[9.0]
0.59375,18.45852105263158,0.7048925781250001,181.775,1.0,4.0,[9.0]
0.67625,20.630235674676523,0.627855859375,211.925,-1.0,4.0,[9.0]
0.32875,32.85016159695817,0.408163671875,204.275,1.0,4.0,[9.0]
0.48375,17.79704780361757,0.5244152343749999,228.575,1.0,4.0,[9.0]
0.68875,16.222754083484574,0.764727734375,197.975,1.0,4.0,[9.0]
0.60625,12.879242268041237,0.7572441406249999,227.675,-1.0,4.0,[9.0]
0.33875,13.114861623616237,0.38945664062499996,169.175,1.0,4.0,[9.0]
0.46125,18.201944444444443,0.5674816406250001,156.575,1.0,4.0,[9.0]
0.5562499999999999,23.16012921348315,0.6134394531249999,244.775,1.0,4.0,[9.0]
0.62625,5.985174650698602,0.596698828125,177.275,1.0,4.0,[9.0]
0.44375,13.863795774647887,0.43113085937499995,234.875,-1.0,4.0,[9.0]
0.7437499999999999,15.525852941176472,0.8955214843749999,188.525,-1.0,4.0,[9.0]
0.61375,21.599597759674133,0.541058984375,232.625,-1.0,4.0,[9.0]
0.6387499999999999,18.245308219178085,0.627771484375,200.225,-1.0,4.0,[9.0]
0.6737500000000001,9.686071428571427,0.769548828125,226.325,1.0,4.0,[9.0]
0.53625,12.070064102564102,0.6416566406249999,211.475,-1.0,4.0,[9.0]
0.48875,15.647640664961633,0.45102460937500005,178.625,-1.0,4.0,[9.0]
0.76875,12.86682520325203,0.8189589843750001,206.075,-1.0,4.0,[9.0]
0.47125,26.09064323607427,0.530303515625,191.675,1.0,4.0,[9.0]
0.76125,16.011005747126436,0.902319140625,235.77499999999998,1.0,4.0,[9.0]
0.51125,23.00445599022005,0.588736328125,160.625,-1.0,4.0,[9.0]
