	BrMin	BrFactor_ADAPT	nChromoSi_AWSoM	PoyntingFluxPerBSi	LperpTimesSqrtBSi	StochasticExponent	rMinWaveReflection	realization	pfss	UseSurfaceWaveRefl
248	8.880619637	0.92420399	4.333913E+17	871078.3016	226229.7192	0.186841406	1.198986927	0.181818182	2	2
249	6.524004944	2.142451047	4.451496E+18	502159.7348	66694.52241	0.242808681	1.094440372	0.545454545	2	1
250	7.643272592	2.601143127	2.761979E+18	405970.3451	241304.2688	0.157769614	1.019044264	0.545454545	2	2
251	9.762143795	1.692317259	1.934063E+18	725073.9891	184851.6252	0.117797152	1.070349971	0.636363636	2	1
252	7.410059503	0.750432445	3.550846E+18	693852.1981	40638.49584	0.300679863	1.172151072	0.090909091	1	1
253	8.480813141	1.226197256	4.262498E+18	397871.6183	266800.2187	0.208531273	1.147534592	0.818181818	1	2
254	9.101934929	1.103356983	1.479410E+18	672989.4642	234568.135	0.288522455	1.089821909	1	2	2
255	5.533940389	0.636231702	1.064894E+18	368783.1804	75773.03011	0.20206133	1.014436387	0.181818182	1	1
256	8.252208723	1.064116888	2.916701E+18	995951.3005	193997.6355	0.316042616	1.037954666	0.454545455	2	1
257	5.902416524	2.012232242	2.565540E+18	427270.7202	33933.54988	0.132370262	1.142781995	0.090909091	2	2
258	9.013708559	2.04592487	3.698867E+18	341411.5567	132614.109	0.328571105	1.109494785	0.727272727	1	2
259	6.351854156	0.827679095	1.781351E+18	1085330.182	293209.0144	0.151775167	1.008158702	0	2	1
260	7.742124454	1.44899066	1.367933E+18	781540.1305	50154.78312	0.237756376	1.083554526	0.181818182	2	2
261	9.861005197	0.737284254	4.598202E+18	462412.877	107616.6313	0.277735315	1.031735401	0.545454545	1	1
262	5.970515563	1.339546682	2.610439E+18	558217.2029	201931.088	0.122848499	1.056339579	0.090909091	2	1
263	9.350576554	0.641390766	2.744286E+18	738495.459	279039.2479	0.171935382	1.118857934	0.727272727	1	2
264	8.112337972	2.343707999	2.633456E+17	384450.1246	197131.99	0.142673378	1.099191997	0.363636364	2	2
265	5.467336038	1.127702454	4.656450E+18	1040728.357	37069.57824	0.318853514	1.194241453	1	2	1
266	6.941742756	1.025086324	1.277344E+18	515325.1193	127264.0145	0.285700571	1.145938516	0.818181818	1	1
267	8.324611349	1.492348618	1.764000E+18	417951.433	222660.9547	0.19362589	1.170554993	0.818181818	1	2
268	6.436463883	1.458387137	3.047326E+18	300842.2807	253964.8526	0.267424417	1.175521761	0.363636364	1	1
269	7.516981349	0.856261732	4.958391E+18	603479.204	96221.3584	0.121902072	1.100124124	0.818181818	1	2
270	9.772428268	1.296249856	9.710817E+17	927955.4691	135741.2538	0.152710607	1.151771637	0.545454545	2	2
271	7.440058358	2.242386593	3.946655E+18	496829.8085	296335.7731	0.336999679	1.053182107	0.636363636	2	1
272	8.549557391	1.623188412	3.458896E+18	598897.9157	53290.29637	0.183459595	1.02856715	0.818181818	2	2
273	6.192301799	0.675073255	1.456492E+18	830223.4389	180629.0716	0.24807826	1.12716927	0.181818182	1	1
274	9.171110789	1.788475709	1.125223E+18	474015.7615	88425.34676	0.313594357	1.183349886	0.454545455	2	1
275	6.820748919	0.570228583	4.392225E+18	905091.0912	215237.2931	0.136680769	1.085077368	0.909090909	1	2
276	7.89874929	1.166162888	3.603803E+18	803038.9886	102980.7954	0.222735442	1.009681545	1	2	2
277	9.393140253	1.003421583	2.024715E+18	328417.0467	63460.89997	0.262714141	1.060962978	0.818181818	1	1
278	5.81537831	1.61418627	4.119567E+17	625953.266	288573.0741	0.107754291	1.036358798	0.272727273	2	1
279	8.946156474	1.377748221	4.099952E+18	542828.1929	190163.1392	0.303486641	1.01596528	1	2	2
280	5.065429476	0.902118363	3.310432E+18	440399.5313	162132.8169	0.21698182	1.0913508	0.818181818	1	2
281	7.341165816	1.267215697	2.323140E+18	715656.9973	71938.3807	0.178409171	1.042584222	0.272727273	2	1
282	8.72167346	0.806418539	7.091369E+17	1013615.647	246541.4324	0.331007012	1.067198698	0.818181818	2	2
283	6.05924879	1.754532413	4.810956E+18	357290.0876	120260.3058	0.147451392	1.162761242	0.181818182	1	1
284	9.262599406	1.533879798	5.350842E+17	324430.7248	125037.2129	0.119830423	1.041959815	0.272727273	1	2
285	5.379345786	1.049681102	2.520578E+18	620418.1055	216186.5681	0.265870578	1.066574673	0.181818182	1	1
286	9.675059303	2.301861231	1.434436E+18	479418.1233	151056.1211	0.185772872	1.113321428	0.454545455	2	1
287	7.029691099	1.085888471	3.483277E+18	948141.3918	276812.4788	0.249562413	1.01824679	0.272727273	2	2
288	8.41255374	0.616522479	3.894279E+18	844510.1714	30595.22403	0.154617567	1.093631929	0.272727273	1	2
289	5.743291675	1.83473531	1.021096E+18	575586.9435	190661.7557	0.338795288	1.188719157	1	2	1
290	8.861857816	1.66605295	4.690040E+18	693096.8357	294352.0644	0.144996617	1.158920144	1	2	2
291	6.504924983	0.717970539	2.320446E+17	736769.8098	133761.665	0.320349688	1.06034167	0.727272727	1	1
292	5.25212869	2.2683137	2.701118E+18	389300.8227	47100.19328	0.229571571	1.134303758	1	2	1
293	9.704014452	0.813638818	3.789539E+18	510776.4026	251985.2313	0.191544077	1.087361883	0.272727273	1	2
294	6.123877245	1.432708671	4.201786E+18	406777.4924	90027.103	0.284156895	1.011965678	0.090909091	1	1
295	6.752449611	1.572353875	1.587143E+18	531663.4553	57002.97269	0.218815011	1.151123388	0.181818182	2	2
296	7.830439262	0.97853463	8.732226E+17	435841.6116	286329.7809	0.305747688	1.126520641	0.181818182	1	2
297	9.461410681	1.207741311	4.835903E+18	708096.1971	208779.3983	0.328822989	1.177827114	0.272727273	2	1
298	8.233143071	1.813084989	2.373724E+18	367975.9381	261855.7927	0.239850074	1.004132159	0.272727273	1	1
299	5.883640402	0.594870874	3.146319E+18	1011899.106	100737.5347	0.176733331	1.102429858	0.090909091	1	2
300	9.033990313	0.763814042	1.879416E+18	919393.0348	65727.69836	0.220532087	1.145293367	0.090909091	2	2
301	6.371855619	1.711895162	3.638000E+18	450720.0958	225268.4313	0.164118038	1.049754467	0.272727273	2	1
302	7.801492382	2.187660363	4.348492E+18	554333.7991	118293.0887	0.311577474	1.074358739	0.363636364	2	2
303	5.153257345	1.241555893	1.166594E+18	823209.7002	244578.3351	0.135024261	1.169909463	0	2	1
304	7.253379335	0.944968399	4.537478E+18	345340.6418	183952.4244	0.10960501	1.12116629	0.090909091	1	1
305	8.633873856	1.403660861	2.849139E+18	649557.0166	160169.6872	0.26495766	1.196550191	0.090909091	2	2
306	9.330275895	1.931925127	2.088728E+18	522330.3994	211980.3785	0.159902187	1.135930306	0.363636364	2	1
307	6.6603625	0.983844196	2.796209E+18	853651.3569	85172.93814	0.3353729	1.034117381	0.909090909	2	2
308	5.408276843	2.542690453	4.748016E+17	420272.3356	103930.79	0.24455062	1.160546693	1	2	1
309	9.547699406	0.555924633	1.188055E+18	680053.605	169580.5307	0.206640557	1.007244617	0.545454545	1	2
310	5.654681921	1.149617228	1.975307E+18	377392.8696	146824.6688	0.299179466	1.082640823	0	1	1
311	8.792824879	1.251065545	3.089581E+18	491387.04	42877.64068	0.104912246	1.064948118	0.545454545	1	2
312	5.222456305	0.792246426	4.700070E+18	588764.5232	273262.2294	0.250907749	1.040333262	0.090909091	1	1
313	9.830551652	2.576515174	3.989058E+18	311021.3546	68929.57982	0.170693126	1.193440211	0.272727273	2	2
314	8.568642284	0.882672812	1.676881E+18	765056.8841	121486.8591	0.139698715	1.013519584	0.363636364	1	2
315	9.189891553	1.038204249	4.143564E+18	1090180.833	156357.7215	0.235509298	1.174557275	0.272727273	2	1
316	6.839809974	1.986286464	1.336667E+18	333859.911	282115.4955	0.179211974	1.069704774	0.909090909	1	1
317	5.621883891	1.507443584	3.655738E+18	792216.8249	195973.1409	0.149928007	1.149941178	0.363636364	2	2
318	7.095990214	0.661891503	2.236015E+18	463836.5926	240766.4738	0.124508997	1.198048619	0.181818182	1	2
319	8.164217193	1.145961482	3.226806E+17	566266.1424	77748.50308	0.27993468	1.12266472	1	1	1
320	6.283443983	1.314904392	3.841623E+18	652526.0219	114062.1505	0.203733637	1.13117461	0.272727273	2	1
321	7.673705945	0.695705828	3.352698E+18	354969.2808	204186.6922	0.290710011	1.155777359	0.818181818	1	2
322	8.70167663	2.087724385	4.853367E+18	447456.6912	179745.7188	0.224886131	1.078019165	0.818181818	2	2
323	6.03896243	0.869511493	6.289427E+17	978539.5669	52410.41977	0.161651747	1.17933159	0.272727273	2	1
324	9.224485201	1.478861908	4.287035E+18	791537.7615	250470.971	0.131216221	1.066632531	0.909090909	2	2
325	8.001615378	2.079986836	1.946733E+18	331609.2877	202297.3583	0.160423302	1.140326693	0.727272727	1	1
326	5.333994376	0.868232699	3.573040E+18	1087734.897	92859.81979	0.224243052	1.04201796	0.454545455	2	1
327	6.984711633	1.301365097	2.135722E+18	568703.0183	132379.6506	0.261145994	1.093470311	0.090909091	2	2
328	8.374983122	0.70556833	4.462098E+17	464524.7167	177135.1254	0.113275714	1.018084886	0	1	2
329	6.552183731	0.671606591	3.979528E+18	354293.3637	276205.1413	0.309418592	1.035752911	0	1	1
330	7.620420256	1.132540247	3.266778E+18	650076.939	34103.11255	0.215003087	1.060357186	0	2	1
331	9.739830302	1.036780359	2.437663E+18	980973.2964	124297.3559	0.180444553	1.011859087	1	2	2
332	7.384841919	1.978665173	3.080032E+18	449695.1075	234266.7444	0.236155595	1.107409067	0.454545455	2	1
333	9.130504715	2.571004305	2.282424E+18	420948.348	40872.69682	0.233250486	1.031132278	0.727272727	2	2
334	7.863669461	0.889884303	4.620393E+18	855905.0327	156661.7907	0.324171661	1.150821032	0.909090909	2	1
335	5.511002234	2.101637158	2.946745E+17	524779.387	267159.0378	0.141165696	1.055747139	0.363636364	2	2
336	9.494097297	1.262891021	1.383093E+18	375154.358	66467.54731	0.280442962	1.102640185	0.545454545	1	2
337	5.92373825	0.776714801	1.794167E+18	679167.1166	240938.256	0.195340437	1.178037917	0.454545455	1	1
338	9.003888154	0.540277009	2.932154E+18	589638.8045	210293.6667	0.26966668	1.169552556	1	1	2
339	5.110880216	1.161588058	4.918818E+18	493637.7587	97904.80984	0.11611669	1.144936174	1	1	1
340	9.875303071	1.932822962	3.832679E+18	606537.1675	167296.7189	0.334964167	1.098238245	0.454545455	2	1
341	7.210306016	0.990936855	1.089722E+18	762815.4153	58384.97906	0.15843934	1.196803338	0.818181818	2	2
342	5.953294493	2.537061266	3.418167E+18	310333.1352	140473.5164	0.189452044	1.022842043	0.545454545	2	1
343	6.708309085	0.928793367	1.443381E+18	436529.8303	231833.0407	0.294514388	1.058852636	0.818181818	1	2
344	8.088813152	1.41510454	9.556264E+17	534100.2366	120495.7945	0.200026335	1.034248362	0.545454545	2	2
345	9.58267483	0.771434238	4.935905E+18	1009453.074	46109.4092	0.165467074	1.082600918	0.909090909	2	1
346	6.915700389	1.713320147	5.440474E+17	365725.2187	189795.8387	0.221061384	1.187440811	0.272727273	1	1
347	5.701951409	1.238696017	3.022495E+18	707417.2283	272403.475	0.310111221	1.007205188	0.545454545	2	2
348	8.755245924	1.204734536	1.741806E+18	823900.876	172532.2726	0.146253442	1.040519556	0.090909091	2	1
349	7.531827589	1.81436256	4.229773E+18	452958.6082	288873.4344	0.175387484	1.166433994	0.909090909	2	2
350	5.177485172	0.602609646	1.252807E+18	921826.859	145718.8549	0.239324882	1.065134126	0.363636364	1	2
351	7.452539621	1.583651942	4.643632E+18	647108.0283	88256.81431	0.27622712	1.01343705	0.727272727	2	1
352	8.5305388	0.962475856	2.729124E+18	344664.6301	263810.0066	0.128313574	1.088822476	0.272727273	1	1
353	9.15894897	0.822826497	6.960277E+17	619531.5225	296702.8161	0.254570448	1.149663307	0.090909091	1	2
354	5.578821308	1.418760286	2.307687E+18	322192.3077	53516.24176	0.101093936	1.174279691	0.818181818	1	1
355	9.405707354	1.658958811	1.596674E+18	578036.0272	253607.0632	0.320058787	1.021221568	0.818181818	2	2
356	7.053604733	0.717074184	3.287948E+18	846763.9418	110978.2824	0.14341631	1.12304635	1	1	2
357	5.795968701	2.271701691	8.071673E+17	480094.0396	95986.1272	0.174472756	1.096617771	0.727272727	2	1
358	8.973748599	2.305394576	4.490484E+18	388612.6993	127432.2894	0.248330507	1.051019999	0	2	2
359	6.323531109	1.091400307	3.897655E+17	1032293.228	237402.3215	0.185126331	1.155542117	1	2	1
360	7.706403278	0.615770964	2.000180E+18	734528.2463	78739.57577	0.339090295	1.130939845	0.272727273	1	1
361	9.962684648	1.519813096	3.590987E+18	409028.1164	153125.961	0.295361357	1.179658385	0.454545455	1	2
362	6.079440556	1.059016453	4.377065E+18	511650.7785	196831.8872	0.210302998	1.104260654	0.636363636	1	1
363	6.639898027	1.281282399	4.179592E+18	800590.0957	39911.0382	0.241471947	1.180282386	0.454545455	2	2
364	8.020396124	0.797083189	3.765002E+18	904414.9842	270427.9699	0.147980889	1.104885036	0.090909091	2	1
365	5.353055412	1.739002269	1.717555E+18	473144.3413	159935.2288	0.332356478	1.000068799	0.727272727	2	2
366	9.651133916	1.372236385	2.205818E+18	626644.3465	225634.7016	0.126516427	1.153261012	0.727272727	2	1
367	5.770397373	0.902869878	2.168823E+17	330850.9663	118520.3213	0.27391538	1.128658358	0.727272727	1	2
368	8.843201644	1.004317938	3.881167E+18	437953.4047	81811.29493	0.198241195	1.123667252	0.727272727	1	1
369	5.265430174	1.60855792	3.467822E+18	542149.3195	261554.4021	0.292190641	1.199051246	0.818181818	2	2
370	9.719833453	1.772826733	2.981820E+18	358173.715	57172.53536	0.136155378	1.04605416	0.363636364	1	2
371	7.364555541	0.561040904	2.498091E+18	1014303.961	166086.7212	0.31224808	1.147379197	0.545454545	1	1
372	8.442546385	1.180111273	5.102540E+17	718093.6832	143463.2185	0.167204727	1.171995199	0.545454545	2	1
373	6.733860222	2.228848006	2.053252E+18	386895.965	251619.2186	0.153939637	1.115874192	0.181818182	2	2
374	7.843368782	1.633049819	3.649078E+17	683099.3477	89800.12789	0.246497696	1.191271824	0.272727273	2	1
375	5.491019696	0.691132029	4.512943E+18	739369.9303	199243.2026	0.183168664	1.089470701	0.363636364	1	2
376	7.141446094	1.461393912	1.153778E+18	417068.0918	294710.8835	0.212337675	1.038213846	0.454545455	1	1
377	8.221954014	0.84852296	1.864256E+18	513083.4606	47334.39426	0.296966817	1.062828797	0.818181818	1	2
378	6.391799379	1.017466128	3.133210E+18	605733.0698	150886.816	0.103109266	1.083246424	0.727272727	1	1
379	7.774658444	1.495208495	4.820450E+18	301713.4149	190369.8762	0.256195254	1.007850313	0	1	2
380	9.894387946	0.657565798	8.507384E+17	829336.7606	235163.1445	0.229369678	1.056543922	0.727272727	1	1
381	7.229062916	1.869352911	4.033879E+18	598206.5491	125197.2323	0.172230418	1.1611038	0.454545455	2	2
382	8.661065415	2.330286185	3.319944E+18	494396.1751	216487.7011	0.318206887	1.136487318	0.636363636	2	1
383	6.011137902	1.116258775	1.562315E+18	925717.1474	72277.53289	0.141441157	1.031940029	0.545454545	2	2
384	9.31232052	0.730191595	1.692337E+18	371216.8146	138837.5776	0.213262587	1.194421763	0.727272727	1	2
385	5.42182136	1.342933836	9.039868E+17	673680.83	179378.4183	0.307284581	1.119037767	0.363636364	2	1
386	9.56360916	2.0551139	7.928546E+17	426399.5867	114297.6392	0.151132402	1.072181149	0.454545455	2	2
387	6.896924248	0.84332672	4.724900E+18	995275.4788	256928.8661	0.327342747	1.170466236	0.636363636	2	1
388	6.483885922	1.538468146	1.999844E+18	783977.1017	130508.0385	0.226551914	1.100261614	1	2	2
389	7.552109325	1.079648512	1.210249E+18	1086018.211	221789.7528	0.133016246	1.175658965	0.818181818	2	1
390	5.197486617	2.021566112	4.309528E+18	342294.8971	77579.97063	0.317275109	1.080083801	0.909090909	1	1
391	9.808099845	1.106891294	4.422959E+18	557538.0441	282415.8559	0.111552488	1.12713554	0	1	2
392	6.240095759	0.629020211	2.809028E+18	459967.0358	36066.24199	0.258994708	1.151738192	0.454545455	1	1
393	6.861379595	0.751856335	6.443957E+17	585090.2312	68694.34862	0.118088311	1.009452526	0.181818182	1	2
394	7.932123706	1.221096186	2.556632E+18	482463.6769	247412.6424	0.27110082	1.084848635	0	1	1
395	9.425684961	0.914488902	3.377526E+18	761089.5265	186786.5393	0.244275521	1.036691577	0.909090909	1	2
396	8.193187508	2.612587385	1.055967E+18	315183.9752	273629.2724	0.333303363	1.156358306	0	2	2
397	6.265402804	2.511397815	4.570251E+18	403536.4248	169280.4278	0.138976804	1.189669619	0.272727273	2	1
398	7.687641438	1.890222112	2.656902E+18	501468.6551	146663.6198	0.231579515	1.114271985	0.181818182	2	2
399	5.022891444	0.948303227	2.258207E+18	870191.9086	289823.7355	0.168132843	1.01568171	0	2	1
400	7.298255858	1.187530212	3.670898E+18	398743.0379	212273.2877	0.197302093	1.067574297	0.818181818	1	1
401	8.690883501	0.583163579	4.156381E+18	696105.7786	104099.065	0.281887068	1.042959343	0.636363636	1	2
402	9.25137625	1.796455921	1.909154E+18	658927.325	118624.45	0.272398433	1.114985845	0.181818182	2	2
403	6.584233425	0.578340627	3.610899E+18	715100.2632	245962.9678	0.207876471	1.016774727	0.909090909	1	1
404	7.974723068	1.191018059	4.399321E+18	1017345.84	70409.77139	0.301429877	1.092171981	0.090909091	2	1
405	5.331512851	2.407154676	1.123089E+18	360969.9385	231003.5182	0.117047079	1.190371274	0.545454545	2	2
406	9.624782285	0.961444211	4.096586E+17	538719.189	161687.5092	0.334136772	1.043428824	0.636363636	1	2
407	5.734511997	1.555202025	2.022417E+18	441334.3379	188500.9229	0.186675898	1.068031573	0.636363636	1	1
408	8.87079037	1.386634796	3.303172E+18	327349.1314	288108.3086	0.232408478	1.085892013	0.545454545	1	2
409	5.302557412	0.927748075	4.092692E+18	629999.304	61814.24688	0.138404222	1.010508114	0.272727273	1	1
410	9.751999667	2.170963851	4.803824E+18	470224.1642	262447.8617	0.283189328	1.157255057	0.363636364	2	1
411	7.421423859	1.224958169	7.112334E+17	901447.4684	102384.6775	0.107103834	1.061814589	0.727272727	2	2
412	8.48941839	0.747154147	2.325237E+18	803703.7028	213721.9276	0.252202485	1.037198492	0.454545455	1	2
413	6.135253892	1.695399861	3.192170E+18	572280.5345	87969.43229	0.196256155	1.132650786	0	2	1
414	9.113451939	0.633674254	4.658840E+18	928582.8052	181093.8211	0.123005771	1.176360403	1	1	1
415	6.761219677	1.851788264	2.565066E+17	497409.8304	54813.46692	0.306715771	1.081188858	0.818181818	2	2
416	5.542698309	1.102979078	2.746676E+18	826519.5379	137387.8908	0.277424238	1.100975262	0.454545455	2	1
417	7.173993984	1.066404541	1.757033E+18	304924.1828	96817.4602	0.237012767	1.152599251	0.272727273	1	2
418	8.244356617	1.550409972	1.270377E+18	602473.0807	255480.2021	0.152438206	1.127984395	0.818181818	2	2
419	6.360488583	1.449368749	4.955800E+18	516222.5479	223239.4354	0.31623742	1.119691092	0.272727273	2	1
420	7.753497704	0.830236471	3.044735E+18	413782.1509	128792.6399	0.163213581	1.195087298	0.181818182	1	1
421	9.853295434	1.33943026	1.463295E+18	742261.5161	37514.90209	0.201282018	1.146759407	0.727272727	2	2
422	8.624950913	1.683243791	3.944229E+18	383810.1884	153888.7614	0.112389671	1.072700438	0.545454545	1	2
423	5.960658236	0.734996786	9.778840E+17	1040233.416	280701.4803	0.289147962	1.171363204	0.454545455	2	1
424	9.338443121	1.12939871	1.067466E+18	456826.8104	201484.9258	0.247326869	1.008905973	0.545454545	1	1
425	5.457935468	0.645266566	1.481982E+18	560824.3609	105955.6226	0.153366779	1.084289874	0.545454545	1	2
426	9.594919302	2.436391403	2.567984E+18	339354.8599	175857.366	0.298269345	1.137396254	1	2	2
427	8.333086808	1.02095296	4.898925E+18	786722.9482	291679.1654	0.267121122	1.057062969	0.727272727	2	1
428	8.782066634	2.07049993	4.116757E+18	525639.5278	32279.09081	0.257493049	1.191973408	0.727272727	2	2
429	6.427246039	0.852385989	1.365525E+18	894460.4496	193400.5676	0.192853444	1.090575903	1	2	1
430	5.175083514	2.672828262	3.705688E+18	429462.8153	275455.8844	0.102067787	1.11658798	1	2	2
431	9.780739554	0.679206418	2.617425E+18	670468.924	75309.2468	0.319040536	1.063286097	0.909090909	1	1
432	7.430525653	1.620960692	2.264872E+18	701593.0461	217936.354	0.142486411	1.168236249	0.727272727	2	1
433	6.202739192	1.298211973	4.605187E+18	374477.1795	232920.4021	0.171653141	1.03868335	1	1	2
434	6.829213025	1.166868314	2.420111E+18	699606.4754	267397.3027	0.33131855	1.199716853	0.181818182	2	2
435	7.909339485	0.572981717	7.340413E+17	395388.4562	42152.76557	0.178251445	1.124320648	0.545454545	1	1
436	8.156059578	1.948652676	1.633377E+18	400763.4772	67281.79028	0.127353857	1.046561215	0.545454545	2	1
437	5.803252578	1.000406764	3.251551E+18	969346.4125	227877.4681	0.304229789	1.148288298	1	2	2
438	8.956620716	0.899365285	2.113483E+18	1061849.24	259312.6708	0.108028288	1.105598661	0.636363636	2	1
439	6.291753898	2.117480519	2.764131E+18	318028.2818	99249.35772	0.291621564	1.00116158	0.454545455	1	2
440	5.073752133	1.377042593	4.263142E+17	758048.0235	84841.96604	0.262520707	1.1809838	0.181818182	2	2
441	7.329184738	0.809433156	4.264777E+18	485892.6693	141220.4478	0.222108566	1.129507237	0.181818182	1	1
442	8.712425263	1.268191104	3.553126E+18	581709.6738	169118.4313	0.137461457	1.154122095	0.181818182	2	1
443	9.270136893	1.04695899	3.653312E+18	880268.1778	51803.92198	0.284431813	1.130421322	0.090909091	2	2
444	6.603314593	1.995173052	1.828957E+18	548849.5514	178088.2671	0.10028968	1.025507411	0.272727273	2	1
445	8.032560349	2.479177062	1.343469E+18	446780.1336	138613.9656	0.255176918	1.050110061	0.636363636	2	2
446	7.020618559	0.61950214	3.296112E+17	653435.6572	203711.7395	0.173204354	1.10321668	0.818181818	1	2
447	8.401351499	1.086828926	2.242946E+18	350787.7912	112430.0293	0.321129459	1.178602201	0.909090909	1	1
448	6.515077857	1.3228846	3.355252E+18	467906.2873	77288.85598	0.154928188	1.173809281	0.454545455	1	2
449	7.592848163	0.720692837	3.844178E+18	565272.2258	239114.6374	0.249405598	1.149205101	0.090909091	1	1
450	7.362078562	2.647872812	4.855757E+18	334403.3115	34262.78743	0.209503475	1.095903364	0.363636364	2	1
451	6.114947123	0.810659085	2.536684E+18	788549.5447	154839.2995	0.120574492	1.121942053	1	1	2
452	9.093169007	1.922906743	4.768982E+17	307241.964	249282.0466	0.201090557	1.165927845	0.272727273	1	1
453	6.74121942	0.974693972	4.400665E+18	1063660.53	121946.4901	0.264184294	1.064224406	0.545454545	2	2
454	7.821356599	1.570692499	2.789077E+18	765709.3909	230120.7167	0.110239213	1.039622039	1	2	1
455	9.471716245	0.598973201	1.977568E+18	490355.7453	273855.2098	0.135210373	1.0881697	0.363636364	1	2
456	5.891207105	1.209672595	1.190317E+18	592773.9397	44396.04663	0.220250764	1.012772063	0	2	2
457	9.025070259	1.243217197	4.707293E+18	675907.9795	147431.1827	0.175982857	1.033388281	0.272727273	2	1
458	5.142207645	0.767654885	3.096804E+18	378364.297	171081.573	0.329478251	1.058004758	0.090909091	1	1
459	7.260764132	1.401729762	1.674748E+18	853082.4155	265523.3733	0.30591274	1.006502773	0.181818182	2	2
460	8.64401778	0.940866	8.887422E+17	955144.9377	86805.07536	0.218510795	1.081886292	0.727272727	2	1
461	5.979433189	2.158948352	3.996154E+18	423964.3931	212562.5919	0.274947851	1.186348555	0.727272727	2	2
462	6.672173723	1.596928931	8.659809E+17	347922.6284	159695.5567	0.139892608	1.144477896	0.454545455	1	2
463	8.062674104	0.986366487	1.579901E+18	643898.4644	182319.0636	0.234325852	1.169082074	0.818181818	1	1
464	9.536794703	1.149531639	3.148470E+18	924648.3374	243970.9829	0.250127516	1.120315498	0.181818182	2	1
465	6.894517598	2.365635469	2.366647E+18	456022.7364	116636.585	0.194540646	1.022139863	0.636363636	2	2
466	8.314000737	1.771750292	6.794018E+17	552204.6167	224817.5065	0.281044974	1.097523861	0.545454545	2	1
467	5.646532769	0.553668002	4.838055E+18	821030.1757	64227.87962	0.105538667	1.195711323	0.090909091	1	2
468	8.802368509	0.789723934	1.173708E+18	710163.9744	100145.5203	0.299337652	1.150314737	0	1	1
469	6.44722739	1.737936901	4.346377E+18	666588.6439	260212.8244	0.115312251	1.054837272	0.272727273	2	2
470	7.564358192	2.196695231	3.635885E+18	362781.2769	81503.28136	0.270273397	1.030234622	0.909090909	2	1
471	7.489874526	0.8849295	2.846896E+18	537381.1111	285869.1838	0.188183403	1.17698171	0.181818182	1	2
472	8.55788216	1.360628769	4.535235E+18	433395.0702	55352.24826	0.336035029	1.101596187	0.272727273	1	1
473	9.181711938	1.508909258	2.518042E+18	508268.0691	90619.13345	0.161018914	1.059509237	0.363636364	2	2
474	5.610971431	1.041717369	5.325482E+17	412459.2841	253504.7492	0.314557575	1.034892757	0.454545455	1	2
475	7.105686627	1.144757348	3.901099E+18	731490.4563	174895.4619	0.290992711	1.086540262	0.363636364	2	1
476	8.176055229	0.658648163	3.490098E+18	1035281.82	135412.4055	0.203546156	1.011156743	0.727272727	1	1
477	5.823540144	1.876729162	1.432029E+18	391456.2963	294952.881	0.259866477	1.10630463	0	2	2
478	8.937841167	1.640406759	2.694334E+18	477324.805	192187.8539	0.216067578	1.139808406	0.272727273	2	1
479	6.272691673	0.692192507	2.221081E+18	945900.0751	31069.33846	0.279278964	1.041120467	0	1	2
480	7.66570913	1.313438775	2.344892E+17	849729.6099	278445.8235	0.125259932	1.065722835	0	2	2
481	9.941121223	0.87275489	4.194837E+18	318832.4507	216793.9042	0.150231761	1.017419876	0.545454545	1	1
482	6.048494745	1.475081544	3.782590E+18	623037.4701	126537.0155	0.2353447	1.092817511	0.636363636	2	1
483	9.231296896	2.697927426	2.626099E+18	376807.0994	225994.6229	0.260681309	1.179975463	0.545454545	2	2
484	7.993287345	0.860643371	3.070278E+17	749263.1285	244645.2183	0.289709159	1.000421834	0.909090909	1	2
485	9.644023669	1.30656798	4.126769E+18	419295.988	182964.4921	0.314914619	1.05226462	0	1	1
486	5.714469748	0.704306097	3.714591E+18	523306.3655	160368.2784	0.160896217	1.026868512	0.636363636	1	2
487	8.889231341	0.670759436	2.595556E+18	607997.6482	56804.38225	0.236628281	1.019146104	0.818181818	1	1
488	5.282171321	1.137884236	6.101405E+17	311997.273	287317.7141	0.149182583	1.093761058	0.727272727	1	2
489	9.731654852	1.977686195	1.096080E+18	588178.7052	82431.90279	0.309905018	1.147050543	0.818181818	2	1
490	7.401562287	1.029604048	3.819334E+18	831955.4122	208712.5144	0.125382601	1.045653394	0.181818182	2	2
491	6.153576399	2.461883758	1.509490E+18	491972.4764	261129.6004	0.214538631	1.172448178	0.818181818	2	1
492	9.132385765	1.351679492	1.241648E+18	810679.3797	133960.5129	0.103790019	1.116250861	0.818181818	2	2
493	7.860252999	2.108959719	3.563055E+18	463250.0594	47694.42028	0.194883072	1.08914014	0.181818182	2	1
494	5.522963622	0.89074587	1.954401E+18	906874.1338	173447.1731	0.251641817	1.190866866	0.090909091	2	2
495	7.153410525	1.259669789	2.774124E+18	637063.2926	252052.3727	0.233730749	1.142295585	1	2	1
496	8.263223683	0.783905523	4.462532E+18	332882.8005	89171.39293	0.140722058	1.167679583	0.363636364	1	1
497	6.340934573	0.547851909	9.482029E+17	448433.3726	125892.9237	0.334520757	1.184584658	0.818181818	1	2
498	7.772632473	1.158481152	1.662201E+18	544217.8091	216119.4275	0.189932078	1.109982007	0	1	1
499	9.872039193	0.99218466	3.071378E+18	1024332.152	277800.1537	0.205499082	1.161458737	0.818181818	2	2
