	BrMin	BrFactor_ADAPT	nChromoSi_AWSoM	PoyntingFluxPerBSi	LperpTimesSqrtBSi	StochasticExponent	rMinWaveReflection	realization	pfss	UseSurfaceWaveRefl
97	7.744963942	2.659910931	2.128310E+18	399328.9996	160529.585	0.123291091	1.170237308	1	1	2
98	7.20169435	0.738532059	1.939239E+18	500491.3531	225701.4562	0.328076325	1.023331527	0.727272727	1	2
99	8.631027744	1.334329371	1.228829E+18	404513.3453	117664.2245	0.181103655	1.097946387	0.636363636	1	1
100	9.342096082	1.860488905	4.384477E+18	329873.665	170268.1026	0.286165365	1.033762072	0.909090909	1	2
101	6.697370418	0.648701989	1.135269E+18	1098450.506	59770.3405	0.102251197	1.135452535	0.727272727	1	1
102	8.119302107	1.124331881	1.924786E+18	796397.9293	290152.3593	0.257192452	1.160849786	0	1	2
103	9.593727891	1.026070452	2.883969E+18	472557.9988	211547.3535	0.228236991	1.112156414	0.090909091	1	1
104	5.671424279	1.486867641	4.497978E+18	570093.172	104559.6544	0.142200342	1.18675916	0.818181818	1	1
105	8.785715842	1.453321237	8.289333E+17	661186.3796	68233.76	0.336526872	1.167116361	1	1	2
106	5.166527469	0.857386966	1.617352E+18	358759.7236	248138.5774	0.183910433	1.141732458	0.545454545	1	2
107	9.779544986	2.23718886	2.328283E+18	541172.066	43302.43388	0.266937884	1.088528423	0.818181818	2	1
108	7.421955308	1.293292301	3.187082E+18	884796.1493	186457.9148	0.211460416	1.192989537	0.727272727	2	2
109	8.541534678	0.682527644	4.799846E+18	982757.3773	163730.372	0.297983261	1.118373436	1	1	1
110	6.20886943	1.624445494	7.178761E+17	438930.2768	272641.5969	0.122366637	1.01392415	0.545454545	2	1
111	9.16754159	0.56911776	2.183228E+18	857636.423	130968.3696	0.199367077	1.070033061	0.818181818	1	2
112	6.832863044	1.780903899	2.731848E+18	514059.6174	240406.4231	0.26222003	1.17495841	0	2	2
113	7.900783077	2.385271471	4.645265E+18	416091.5535	78435.93831	0.108211777	1.149560679	0.636363636	2	1
114	5.550716551	1.1712432	2.721592E+17	959868.2754	221063.5603	0.291452918	1.044647918	0.454545455	2	2
115	7.045126581	0.995981606	4.231325E+18	683684.5458	282744.2229	0.313113985	1.096319785	0.272727273	1	1
116	8.162190048	1.617158237	3.745920E+18	386310.3855	35471.75762	0.166185039	1.021704925	0.909090909	1	2
117	6.295407241	1.381104366	2.481580E+18	494981.4208	139432.0627	0.242327746	1.025920971	0.636363636	1	1
118	7.714976788	0.894792712	5.694126E+17	597620.922	179050.052	0.146971249	1.051317174	0.090909091	1	2
119	7.327993113	2.216577524	9.809092E+17	302689.524	113441.6707	0.303943899	1.104362567	0.636363636	1	1
120	8.71856202	1.747338601	1.469917E+18	604756.5792	204611.6224	0.216487938	1.178978951	0.545454545	2	1
121	6.070905146	0.805419983	3.452475E+18	773583.6193	94642.74885	0.273165777	1.077544824	0.363636364	1	2
122	6.609389989	1.528681028	3.341756E+18	662521.4526	209304.0604	0.186230241	1.000754314	0	2	2
123	8.031315727	1.050939206	4.054584E+18	366701.9961	98101.72708	0.338301302	1.07535849	0.181818182	1	1
124	9.681680111	1.082800106	6.743052E+17	889735.5383	57527.07981	0.296249234	1.026639791	0.363636364	2	1
125	7.012083959	2.296794307	4.841091E+18	533513.7503	168020.722	0.120274065	1.128367263	0.454545455	2	2
126	8.405026938	1.835861583	3.155086E+18	437115.935	140010.9962	0.265390318	1.153751257	0.454545455	2	1
127	5.759363394	0.624107678	2.362641E+18	993540.6433	283694.4644	0.20933458	1.052035613	0.636363636	1	2
128	8.85417843	0.72515096	3.648092E+18	1075252.642	184494.8175	0.255477516	1.094136168	0.636363636	2	2
129	6.521149295	1.667036057	1.871714E+18	344078.1916	41335.21676	0.191064046	1.198561811	0.181818182	1	1
130	5.234979319	1.318970235	4.362018E+18	779068.4516	157519.6897	0.10010627	1.01952169	1	2	1
131	7.3535406	0.814490084	3.711924E+17	451981.4016	66270.63031	0.14450286	1.070754885	0.454545455	1	2
132	8.473111616	1.427360556	2.060773E+18	556197.1119	241927.8626	0.230028712	1.04536936	0.545454545	2	2
133	9.099241386	1.575579218	4.993799E+18	481070.0541	276269.8363	0.145358751	1.190778598	0.909090909	2	1
134	5.482408011	0.971339781	3.007212E+18	577059.6312	33244.95606	0.240314755	1.116162116	0.181818182	1	1
135	9.463177435	2.427070485	3.493150E+18	322777.6496	233936.1888	0.218342092	1.062921461	0.181818182	2	2
136	8.230451249	0.59400518	1.014702E+18	750370.544	218836.7912	0.129080083	1.142475883	0.636363636	1	2
137	5.894877142	1.805758316	3.907731E+18	618945.7992	76205.04931	0.306198631	1.03752535	0.454545455	2	1
138	9.031145907	1.704456222	2.196525E+17	512236.0727	107251.5676	0.110055724	1.008538094	0.727272727	2	2
139	6.383244952	0.762570349	4.695447E+18	868410.5815	251460.8348	0.293406384	1.109948574	0.090909091	1	1
140	7.802801377	1.246769075	2.709959E+18	964816.772	92663.16004	0.200804724	1.184550939	0.818181818	2	1
141	5.140962027	2.190631309	2.207479E+18	408442.4408	202627.9137	0.26448497	1.083153046	0.818181818	2	2
142	9.902904291	0.937397612	1.719152E+18	691636.0212	133237.8073	0.164582491	1.136198583	0.363636364	1	2
143	5.983109419	1.406763638	1.308147E+18	387636.2557	177070.4307	0.311091045	1.161596215	0.090909091	1	1
144	9.323316379	0.982864179	1.327828E+18	909320.1658	237071.6378	0.270441494	1.024151198	0.636363636	2	1
145	6.678308338	1.924749855	4.154719E+18	465500.7781	127629.0781	0.206145666	1.119335706	0.909090909	2	2
146	6.885966527	0.548617521	2.654068E+18	332194.5811	152663.3117	0.159422853	1.0468983	0.454545455	1	2
147	8.317654881	1.152983673	4.568654E+18	634626.512	197555.7614	0.244993329	1.072283824	1	2	1
148	6.45335881	1.254027213	1.030575E+18	546666.7967	295978.941	0.171135607	1.079981936	0.727272727	1	1
149	7.563162441	0.784787908	1.518398E+18	449109.385	53978.89032	0.323280605	1.005377759	0.363636364	1	2
150	9.838588819	1.365613394	2.947513E+18	719825.1216	110386.1154	0.28122781	1.053558407	0.636363636	2	2
151	8.561530185	2.093296646	6.190671E+17	353316.9685	95789.33933	0.250413086	1.126838316	0.454545455	2	1
152	6.229157149	0.881543449	4.860853E+18	1021898.327	205755.7665	0.194240622	1.028162587	0.636363636	2	2
153	6.852844241	1.045648339	2.075200E+18	747009.3573	173256.4051	0.308441998	1.18294875	0	2	1
154	5.609774684	2.448331074	4.415501E+18	376131.1824	288938.2585	0.279447096	1.010134129	1	2	2
155	9.434258527	0.663006439	4.302007E+18	524192.9492	88849.23873	0.179662019	1.156844644	0.818181818	1	1
156	5.827188961	1.140877042	3.516006E+18	421534.4043	263479.5796	0.326126848	1.13144701	1	1	2
157	8.943976723	1.309441953	2.382634E+18	309746.6497	232163.4669	0.130452948	1.114566086	0.181818182	1	1
158	5.014413274	0.696700257	7.710428E+17	607123.2716	119903.3693	0.225335947	1.189182567	0.363636364	1	2
159	8.699476103	0.876833017	3.212893E+18	834196.9764	271679.3433	0.114174492	1.163113883	0.090909091	2	1
160	6.05214929	2.088586989	1.671696E+18	590615.5812	162764.6424	0.291175397	1.067673038	0.272727273	2	2
161	9.234932614	0.865743229	2.300848E+18	410010.2011	198476.464	0.325766142	1.154733907	0	1	1
162	5.342296609	1.478420145	6.891886E+17	507592.1521	153588.6503	0.179788378	1.130118953	0.090909091	2	1
163	9.642813832	1.649544918	8.002000E+17	392342.88	223407.7026	0.278635927	1.077122436	0.363636364	1	2
164	6.972748296	0.707792125	4.077679E+18	1035973.091	80252.86556	0.214838948	1.17881254	0.636363636	2	2
165	8.365756226	1.301549424	3.290502E+18	733924.1859	237996.3636	0.309721888	1.103427496	0.727272727	2	1
166	6.560668838	1.132982195	2.007110E+18	847283.6733	206955.7676	0.11404816	1.148848182	0.636363636	2	2
167	7.631027894	0.674095989	3.966959E+17	945221.0117	111558.8232	0.260512704	1.173452076	0.181818182	1	1
168	5.273596767	1.885982034	4.487893E+18	476450.4284	255244.9953	0.204778891	1.069003193	1	2	1
169	9.730439381	1.512360255	4.374639E+18	623725.5942	55180.53381	0.224056028	1.122195212	0.909090909	2	2
170	6.159689327	1.034556749	3.588561E+18	321269.3267	297150.1996	0.131498464	1.197591322	1	1	2
171	6.783681149	0.886272167	9.534932E+17	646149.1831	262279.3371	0.24558477	1.039679862	0.454545455	1	1
172	7.851679255	1.355576477	1.441248E+18	348796.9097	87676.28952	0.158597066	1.064282514	0.545454545	1	2
173	9.5024299	0.780057142	3.029719E+18	820146.6445	144054.5789	0.116779277	1.012610481	0	1	1
174	7.152195286	1.721811228	2.452828E+18	551516.3973	288269.6395	0.299749417	1.117535425	0.727272727	2	1
175	8.269335635	2.208056464	5.417493E+17	453585.9559	62114.61553	0.205799578	1.192920949	0.272727273	2	2
176	5.934193366	1.264062058	4.943128E+18	922406.8686	172084.9051	0.26892353	1.088007831	0.454545455	2	1
177	8.991772146	1.163020836	1.255068E+18	1008813.15	270758.8821	0.195066437	1.058019761	0.909090909	2	2
178	6.344569462	2.37688405	4.222513E+18	365230.2645	161320.1848	0.251473277	1.159441705	0.636363636	2	1
179	7.764062128	1.755773836	3.735853E+18	667264.6564	188274.7123	0.104075746	1.134837528	1	2	2
180	5.101500666	0.543889073	1.744067E+18	711035.2986	45646.70388	0.280636398	1.03340376	0	1	2
181	7.220905934	1.592027659	2.721992E+18	432508.5819	118982.4886	0.324798538	1.081779737	0.545454545	1	1
182	8.611396769	0.9875947	4.636500E+18	535142.5994	231238.9825	0.169383269	1.006395741	1	1	2
183	6.716924279	1.415746109	4.618150E+18	768143.215	285141.7223	0.128968379	1.168804239	0.727272727	2	1
184	8.100168381	0.93161448	2.632731E+18	1064351.706	58980.00337	0.275477104	1.144200347	0.272727273	2	2
185	5.430753281	2.143499173	2.289702E+18	308128.4516	168949.1344	0.219860018	1.049040604	1	1	1
186	9.574985175	1.237788644	1.801280E+18	592097.928	99550.49858	0.23902021	1.196092918	0.818181818	2	1
187	5.692113015	0.768355561	1.390207E+18	487906.757	210755.4059	0.146418951	1.120696807	0.272727273	1	2
188	8.766781569	0.59978859	4.920970E+18	380801.0783	242601.3084	0.310744965	1.125465056	1	1	1
189	5.186262901	1.204092766	2.934306E+18	676596.1982	66915.75311	0.164694167	1.150080007	0.909090909	2	2
190	9.799319608	1.907308606	3.420447E+18	423090.1126	267631.4798	0.263659175	1.003223201	0.090909091	2	1
191	7.442539512	0.965554332	1.494652E+18	954465.9689	158193.6838	0.199744553	1.101922946	0.181818182	2	2
192	6.813384359	2.634383035	1.949306E+18	444343.257	75007.84844	0.266435839	1.133210909	1	2	1
193	7.920757303	2.038520304	1.237641E+18	548161.428	232760.1014	0.118994141	1.157815084	0.272727273	2	2
194	5.571102493	0.826634318	4.280086E+18	879384.7412	123849.134	0.295672434	1.05964023	0.636363636	2	1
195	7.064988004	1.325808318	4.486543E+17	351662.1672	32571.20336	0.339833907	1.011116826	1	1	2
196	8.142748765	0.713004678	2.138167E+18	655686.2812	275625.4388	0.18446329	1.086500821	0.545454545	1	1
197	5.788563555	1.661250589	2.779584E+18	724603.3244	148286.0198	0.248993604	1.18197831	1	2	2
198	6.315688652	0.611963198	3.273598E+18	563033.8088	175622.9315	0.230605481	1.065909141	1	1	2
199	7.696412064	1.089639991	3.986348E+18	467019.7044	131784.6424	0.143691686	1.041306487	0.818181818	1	1
200	9.971452217	1.063085758	7.467133E+17	789420.7742	91214.14714	0.101873249	1.092734965	0.454545455	2	1
201	8.738725265	2.465838305	3.087018E+18	336852.3952	106321.9172	0.190703345	1.112814346	0.636363636	2	2
202	6.629128255	0.793306389	2.558728E+18	394709.5828	105748.8256	0.167010834	1.091821285	0.181818182	1	2
203	8.012378326	1.279553046	6.464924E+17	697160.3489	212730.859	0.312522536	1.016423554	0.181818182	2	1
204	9.662809465	0.906904226	3.856847E+18	971783.0984	291340.0812	0.292970871	1.068290716	0.363636364	2	2
205	6.993035843	2.118821963	1.058229E+18	403004.8499	147131.0716	0.108557857	1.163475629	0.636363636	2	1
206	5.779950428	1.374231527	3.370266E+18	873846.6004	60955.4884	0.197614777	1.043688444	0.818181818	2	2
207	8.835042472	1.610287201	2.255909E+18	757371.9164	164639.2471	0.273757197	1.010200047	0.363636364	2	1
208	7.612248326	1.949881983	4.577474E+18	315774.7021	44763.11351	0.3028837	1.18425975	0.454545455	1	1
209	5.254534524	1.008094923	3.449176E+17	1059400.347	187395.1129	0.126828422	1.085583661	0.636363636	2	2
210	7.374230674	1.178116316	4.163476E+18	584143.5933	249046.8398	0.148723579	1.037402798	0.909090909	1	2
211	8.454366662	0.557006483	3.677993E+18	486583.7498	69171.37769	0.240809819	1.062019182	0.727272727	1	1
212	9.080678303	0.688346058	9.107892E+17	561695.4951	34563.15607	0.142073987	1.10098428	1	1	2
213	5.502687487	1.2843451	1.699139E+18	459080.6762	281807.2984	0.228597692	1.176369707	0.818181818	1	1
214	7.133439556	0.851570599	3.109476E+18	784484.6265	220155.5714	0.255912555	1.127871617	1	1	2
215	5.876351163	2.676165898	7.997852E+17	338663.4933	238946.1128	0.286976539	1.054274336	0	2	1
216	9.051122365	2.439843237	4.312083E+18	430141.9748	203947.2038	0.120834032	1.099698077	0.818181818	2	2
217	7.784363985	1.020252283	1.992877E+18	896710.9783	256471.2786	0.211586741	1.119755423	0.545454545	2	1
218	5.121481998	1.962038053	3.524845E+18	528085.3683	112788.0679	0.268704835	1.024314175	1	2	2
219	9.883465539	1.115382363	2.811417E+18	372235.5207	177862.0564	0.182864913	1.171207797	0.272727273	1	1
220	6.002967414	0.654518086	4.425349E+18	669585.5828	138246.6412	0.337806795	1.146603523	0.090909091	1	2
221	9.303380676	1.344331532	4.519928E+18	827207.5666	73794.99059	0.258719791	1.084060843	1	2	1
222	8.079885431	1.675554539	2.050716E+18	499651.49	126838.1564	0.287919761	1.110392516	0.272727273	2	2
223	5.410753005	0.733768573	2.833933E+18	931019.7765	235753.1148	0.111746835	1.008677228	0.818181818	1	1
224	6.904328594	1.435879552	1.861848E+18	600027.2395	192018.5571	0.13364221	1.05739576	0.090909091	2	1
225	8.297347242	0.840015401	1.151370E+18	304245.024	151345.3695	0.225772146	1.032779378	0.090909091	1	2
226	6.472673734	1.076071332	4.813666E+18	414473.5167	48969.79916	0.181914824	1.01489459	0.909090909	1	1
227	7.543045912	1.537070506	3.126426E+18	518656.1821	295187.0581	0.32749956	1.090292322	0.909090909	2	2
228	9.818386456	0.632331586	1.564888E+18	1037784.237	200745.0649	0.307948078	1.03905896	0.363636364	1	2
229	7.461314447	1.844250546	3.312995E+18	381556.3219	90253.09629	0.123651796	1.143484196	0.090909091	2	1
230	6.247642373	1.10803137	8.533111E+17	741585.6944	109595.7137	0.212518519	1.063661231	0.909090909	2	2
231	9.206938962	2.165534461	1.710313E+18	360278.8588	286038.7382	0.105754283	1.019562621	0	2	1
232	6.87151387	1.221507172	3.767282E+18	1016459.447	141827.7975	0.282660431	1.124500923	0.454545455	2	2
233	7.939517928	0.754314768	4.181872E+18	712861.6562	165610.5305	0.196667893	1.199896651	0.454545455	1	1
234	5.590183642	1.696102018	1.298071E+18	656493.4047	55644.36082	0.253669252	1.094946524	0.636363636	2	1
235	9.414625613	1.398409949	2.098054E+17	443587.9184	260052.5237	0.167946732	1.148199576	0.272727273	1	2
236	5.846402182	0.912300249	2.198741E+18	539590.6085	81201.883	0.322843962	1.172803851	0.454545455	1	1
237	8.923466803	0.945844593	3.465707E+18	629115.6774	117002.8797	0.157170463	1.181121254	0.727272727	1	2
238	5.033206061	1.567091376	3.879052E+18	325107.7579	225044.7474	0.243620259	1.105735829	0.454545455	1	1
239	9.951475788	1.797269958	4.965056E+18	574726.6619	159336.4879	0.207467923	1.052678276	0.727272727	2	2
240	7.289163175	0.585352289	5.175324E+17	805954.5169	268779.3051	0.270935771	1.1540884	0.090909091	1	2
241	8.679662363	1.187679458	2.505370E+18	902321.6544	39452.50078	0.118392524	1.129473828	0.272727273	2	1
242	6.031602862	2.401575812	2.979577E+18	470903.0369	182084.629	0.301955584	1.028075531	0.636363636	2	2
243	6.592095711	1.192514509	7.267630E+17	483347.3034	167588.5983	0.252389053	1.104875744	0.545454545	1	1
244	7.984732899	0.581884785	2.412833E+18	587331.6046	140642.8216	0.106822055	1.180273379	0.727272727	1	2
245	6.970347008	2.500100456	1.626263E+18	312737.8479	209992.5336	0.322037121	1.026971067	0.909090909	2	1
246	8.392576114	1.906279791	9.134993E+17	616534.7967	97744.79046	0.168541203	1.051586022	0.636363636	2	2
247	5.722986074	0.958165729	3.964072E+18	760215.3406	258866.5247	0.23304222	1.153373777	0.636363636	2	1
